Number	Genename	Locus	Count	Xenbase_ID
gene45751	LOC108719096	chr6L	108719096	
gene45752	LOC108705350	Scaffold95	108705350	
gene45753	LOC108709452	chr2S	108709452	
gene45754	LOC108719887	chr6S	108719887	
gene45755	parpbp.S	chr3L	734977	XB-GENE-1004679
gene45756	cav-3	chr4S	398390	XB-GENE-5922791
gene45757	LOC108697922	chr7S	108697922	
gene45758	trnat-agu	Scaffold20	108703616	
gene45759	LOC108717582	chr5S	108717582	
gene45760	LOC108696096	chr7L	108696096	
gene45761	LOC108715516	chr4S	108715516	
gene45762	c6orf120.L	chr5L	495371	XB-GENE-6253959
gene45763	LOC108716147	chr5L	108716147	
gene45764	LOC108713487	chr4L	108713487	
gene45765	zfyve28.L	chr3L	447053	XB-GENE-1219059
gene45766	LOC108719295	chr6L	108719295	
gene45767	rph3al.L	chr2L	447185	XB-GENE-6254325
gene45768	LOC108706156	Scaffold28140	108706156	
gene45769	LOC108710823	chr1L	108710823	
gene45770	trnal-uaa	chr2S	108710117	
gene45771	LOC108704947	Scaffold61	108704947	
gene45772	tfdp1.S	chr2S	447406	XB-GENE-6253882
gene45773	trnaa-cgc	chr4L	108714837	
gene45774	LOC108704959	Scaffold62	108704959	
gene45775	LOC108704553	Scaffold38	108704553	
gene45776	exosc7.S	chr6S	446601	XB-GENE-1016264
gene45777	LOC108696889	chr7L	108696889	
gene45778	rbm42.S	chr7S	100037209	XB-GENE-5896841
gene45779	LOC108703900	Scaffold22	108703900	
gene45780	LOC108718315	chr5S	108718315	
gene45781	LOC108696307	chr1L	108696307	
gene45782	trnat-agu	chr3L	108711915	
gene45783	LOC108699599	chr8L	108699599	
gene45784	add1.S	chr1S	394387	XB-GENE-995035
gene45785	LOC108701010	chr9_10L	108701010	
gene45786	LOC108702183	chr9_10S	108702183	
gene45787	masp1/3a	chr5L	398414	XB-GENE-5953059
gene45788	LOC108715438	chr4S	108715438	
gene45789	LOC108700584	chr8S	108700584	
gene45790	LOC108697166	chr7S	108697166	
gene45791	aven.L	chr8L	100036867	XB-GENE-6256154
gene45792	trnat-ugu	chr4S	108715951	
gene45793	LOC108706326	Scaffold64670	108706326	
gene45794	dpt	chr2L	100381071	XB-GENE-987429
gene45795	LOC108717463	chr5S	108717463	
gene45796	snord25	chr4L	100335123	
gene45797	LOC108698139	chr8L	108698139	
gene45798	LOC108698417	chr8L	108698417	
gene45799	LOC108705041	Scaffold70	108705041	
gene45800	LOC108699101	chr8L	108699101	
gene45801	minos1.L	Scaffold23611	734595	XB-GENE-6255879
gene45802	LOC108706056	Scaffold13835	108706056	
gene45803	LOC108697721	chr7S	108697721	
gene45804	LOC108712252	chr3S	108712252	
gene45805	LOC108698250	chr8L	108698250	
gene45806	LOC108696538	chr7L	108696538	
gene45807	LOC108704429	Scaffold33	108704429	
gene45808	LOC108702310	chr9_10S	108702310	
gene45809	LOC108712343	chr3S	108712343	
gene45810	LOC108702068	chr9_10L	108702068	
gene45811	LOC108710699	chr3L	108710699	
gene45812	LOC108712150	chr1L	108712150	
gene45813	stk26.S	chr8S	444523	XB-GENE-982071
gene45814	LOC108697928	chr7S	108697928	
gene45815	smad4.2.L	Scaffold23502	403356	XB-GENE-5995204
gene45816	LOC108711434	chr3L	108711434	
gene45817	LOC108703471	Scaffold20	108703471	
gene45818	LOC108715638	chr4S	108715638	
gene45819	LOC108710329	chr3L	108710329	
gene45820	LOC108699546	chr8L	108699546	
gene45821	LOC108695896	chr7L	108695896	
gene45822	sumo1.S	chr9_10S	779181	XB-GENE-978496
gene45823	LOC108701883	chr9_10L	108701883	
gene45824	LOC108705050	Scaffold71	108705050	
gene45825	LOC108716992	chr5L	108716992	
gene45826	trnam-cau	chr3L	108712114	
gene45827	LOC108709654	chr2S	108709654	
gene45828	LOC108718221	chr5S	108718221	
gene45829	LOC108707969	chr2L	108707969	
gene45830	LOC108696302	chr7L	108696302	
gene45831	trnav-cac	chr9_10S	108703339	
gene45832	LOC108712558	chr3S	108712558	
gene45833	LOC108716112	chr5L	108716112	
gene45834	LOC108698871	chr8L	108698871	
gene45835	LOC108705061	chr1S	108705061	
gene45836	LOC108707879	chr2L	108707879	
gene45837	LOC108717226	chr5L	108717226	
gene45838	trnav-aac	chr2S	108710111	
gene45839	trnal-uaa	chr4L	108714794	
gene45840	LOC108713979	chr4L	108713979	
gene45841	LOC100135120.L	chr3S	734443	XB-GENE-6256198
gene45842	LOC108701788	chr9_10L	108701788	
gene45843	LOC108710017	chr2S	108710017	
gene45844	LOC108707233	chr1S	108707233	
gene45845	LOC108699050	chr8L	108699050	
gene45846	LOC108719221	chr6L	108719221	
gene45847	LOC108695553	chr1L	108695553	
gene45848	xclca1	chr4L	101027266	
gene45849	LOC108719214	chr6L	108719214	
gene45850	trnas-uga	chr3L	108711846	
gene45851	LOC108715354	chr4S	108715354	
gene45852	LOC108714558	chr4L	108714558	
gene45853	grin2d.L	chr7L	100126609	XB-GENE-1021543
gene45854	LOC108702329	chr9_10S	108702329	
gene45855	LOC108709068	chr2S	108709068	
gene45856	LOC108701943	chr9_10L	108701943	
gene45857	LOC108705551	Scaffold155	108705551	
gene45858	LOC108699643	chr1L	108699643	
gene45859	LOC108696472	chr7L	108696472	
gene45860	LOC108712461	chr1L	108712461	
gene45861	mtss1.2.L	chr9_10L	447209	XB-GENE-5824185
gene45862	LOC108700442	chr8S	108700442	
gene45863	esyt2.S	chr6L	380278	XB-GENE-5932792
gene45864	LOC108698288	chr8L	108698288	
gene45865	LOC108702199	chr9_10S	108702199	
gene45866	pax5.L	chr1L	378499	XB-GENE-865318
gene45867	LOC108716115	chr5L	108716115	
gene45868	LOC733385	chr9_10S	733385	
gene45869	LOC108697165	chr1L	108697165	
gene45870	LOC108720095	chr6S	108720095	
gene45871	LOC108714975	chr4S	108714975	
gene45872	LOC108700509	chr8S	108700509	
gene45873	LOC108705557	Scaffold158	108705557	
gene45874	LOC108710412	chr3L	108710412	
gene45875	MGC84194	chr3S	447365	
gene45876	LOC108695474	chr6S	108695474	
gene45877	LOC108704804	Scaffold50	108704804	
gene45878	LOC108710537	chr3L	108710537	
gene45879	LOC108715707	chr4S	108715707	
gene45880	c4orf22.L	chr1L	495986	XB-GENE-984384
gene45881	trnar-ccg	Scaffold79	108705175	
gene45882	LOC108718172	chr5S	108718172	
gene45883	LOC108703228	chr9_10S	108703228	
gene45884	LOC108715029	chr4S	108715029	
gene45885	LOC432089	Scaffold58	432089	
gene45886	LOC108714190	chr4L	108714190	
gene45887	ptgds.L	chr8S	444723	XB-GENE-865479
gene45888	chek2.L	chr1L	398179	XB-GENE-5765457
gene45889	LOC108705524	Scaffold138	108705524	
gene45890	LOC108713908	chr4L	108713908	
gene45891	LOC100145533.L	Scaffold21339	100158288	XB-GENE-6493990
gene45892	LOC108697442	chr7S	108697442	
gene45893	set.S	Scaffold36	379599	XB-GENE-986878
gene45894	LOC108713932	chr4L	108713932	
gene45895	trnac-gca	chr2S	108710131	
gene45896	trnak-cuu	chr3L	108711871	
gene45897	post.L	Scaffold20961	397964	XB-GENE-6252150
gene45898	LOC108698289	chr8L	108698289	
gene45899	LOC108717464	chr5S	108717464	
gene45900	LOC108713734	chr4L	108713734	
gene45901	LOC108709895	chr2S	108709895	
gene45902	LOC108695911	chr7L	108695911	
gene45903	LOC108708303	chr2L	108708303	
gene45904	LOC495956	Scaffold49173	495956	
gene45905	LOC445843	chr5L	445843	
gene45906	LOC108705580	Scaffold183	108705580	
gene45907	trnag-gcc	chr3L	108711850	
gene45908	trnat-agu	Scaffold1804	108705847	
gene45909	LOC108709362	chr2S	108709362	
gene45910	LOC108701813	chr9_10L	108701813	
gene45911	LOC108713624	chr4L	108713624	
gene45912	LOC108719188	chr6L	108719188	
gene45913	MGC81028	chr3L	444327	
gene45914	LOC100497020.L	chr7L	100036865	XB-GENE-5721646
gene45915	LOC108701987	chr9_10L	108701987	
gene45916	LOC108710655	chr3L	108710655	
gene45917	LOC108718474	chr6L	108718474	
gene45918	LOC108719036	chr6L	108719036	
gene45919	LOC108703877	Scaffold22	108703877	
gene45920	LOC108701198	chr9_10L	108701198	
gene45921	LOC108714342	chr4L	108714342	
gene45922	LOC108696407	chr7L	108696407	
gene45923	hes9.1.S	chr7L	733288	XB-GENE-6253435
gene45924	LOC108711061	chr3L	108711061	
gene45925	LOC108704920	chr1S	108704920	
gene45926	LOC108705679	Scaffold333	108705679	
gene45927	LOC108718390	chr1L	108718390	
gene45928	LOC495385	chr6S	495385	
gene45929	LOC108696525	chr7L	108696525	
gene45930	LOC108710858	chr1L	108710858	
gene45931	LOC108699038	chr8L	108699038	
gene45932	LOC108710054	chr2S	108710054	
gene45933	LOC108706871	chr1S	108706871	
gene45934	LOC108706959	chr1S	108706959	
gene45935	LOC108705935	Scaffold4977	108705935	
gene45936	ryk.S	chr5S	734495	XB-GENE-865079
gene45937	LOC108705278	Scaffold87	108705278	
gene45938	LOC108695467	chr6S	108695467	
gene45939	LOC108696320	chr7L	108696320	
gene45940	LOC108705431	Scaffold109	108705431	
gene45941	cdh2.L	chr6L	378518	XB-GENE-6252662
gene45942	LOC108697202	chr7S	108697202	
gene45943	LOC108703128	chr9_10S	108703128	
gene45944	LOC108708782	chr2L	108708782	
gene45945	bambi.L	chr6L	394401	XB-GENE-866425
gene45946	LOC108719744	chr6S	108719744	
gene45947	LOC108706045	Scaffold11981	108706045	
gene45948	cars.S	chr4S	380479	XB-GENE-5825997
gene45949	LOC108704468	Scaffold36	108704468	
gene45950	LOC108698422	chr8L	108698422	
gene45951	ibtk.L	Scaffold28	431983	XB-GENE-5756000
gene45952	LOC108696329	chr1L	108696329	
gene45953	LOC108713878	chr4L	108713878	
gene45954	LOC108712460	chr3S	108712460	
gene45955	LOC108714906	chr1L	108714906	
gene45956	LOC108696057	chr1L	108696057	
gene45957	trnak-cuu	chr8L	108699665	
gene45958	cct7.S	chr1S	446872	XB-GENE-988126
gene45959	trnaq-uug	chr9_10S	108703332	
gene45960	LOC108697958	chr7S	108697958	
gene45961	trnar-ccg	chr4S	108715960	
gene45962	LOC108698831	chr8L	108698831	
gene45963	LOC108701858	chr9_10L	108701858	
gene45964	LOC108718494	chr6L	108718494	
gene45965	LOC108706745	chr1S	108706745	
gene45966	LOC108700256	chr8S	108700256	
gene45967	LOC108709595	chr2S	108709595	
gene45968	LOC108697228	chr7S	108697228	
gene45969	trnat-agu	chr3L	108711980	
gene45970	trnae-cuc	chr3L	108712107	
gene45971	LOC108714305	chr4L	108714305	
gene45972	trnaw-cca	chr4S	108715971	
gene45973	LOC108716401	chr5L	108716401	
gene45974	LOC108703802	Scaffold22	108703802	
gene45975	trnag-gcc	chr3L	108711848	
gene45976	LOC108704389	Scaffold32	108704389	
gene45977	sec11c.L	chr1S	734819	XB-GENE-865850
gene45978	LOC108698851	chr8L	108698851	
gene45979	efna1.S	chr8L	496064	XB-GENE-5942534
gene45980	LOC108711143	chr3L	108711143	
gene45981	LOC108697641	chr7S	108697641	
gene45982	LOC108700186	chr8S	108700186	
gene45983	trnae-uuc	chr5L	108717324	
gene45984	cer1.S	chr1S	398060	XB-GENE-865019
gene45985	nudt2.L	chr1L	100049779	XB-GENE-6253927
gene45986	ocm	chr9_10L	100381013	XB-GENE-5763398
gene45987	LOC108710289	chr3L	108710289	
gene45988	LOC108695271	chr1L	108695271	
gene45989	LOC108697466	chr7S	108697466	
gene45990	LOC108709370	chr2S	108709370	
gene45991	LOC495513	Scaffold29	495513	
gene45992	LOC108719620	chr1L	108719620	
gene45993	LOC108700469	chr8S	108700469	
gene45994	LOC108704779	Scaffold48	108704779	
gene45995	LOC108713309	chr3S	108713309	
gene45996	LOC108695414	chr6S	108695414	
gene45997	trnav-aac	Scaffold60684	108706302	
gene45998	LOC108700745	chr9_10L	108700745	
gene45999	pafah1b3.S	chr7S	495957	XB-GENE-865565
gene46000	grid1.L	chr7L	100301973	XB-GENE-6448198
gene46001	LOC108719011	chr6L	108719011	
gene46002	LOC108700480	chr8S	108700480	
gene46003	LOC108699082	chr8L	108699082	
gene46004	LOC108704547	Scaffold38	108704547	
gene46005	krt5.6.S	chr2S	100036944	XB-GENE-6488853
gene46006	LOC108699053	chr8L	108699053	
gene46007	LOC108696386	chr1L	108696386	
gene46008	LOC108713437	chr4L	108713437	
gene46009	LOC108716754	chr5L	108716754	
gene46010	LOC108718482	chr6L	108718482	
gene46011	LOC108700916	chr9_10L	108700916	
gene46012	LOC108712628	chr3S	108712628	
gene46013	LOC108714972	chr4S	108714972	
gene46014	rfx5.S	chr8L	414633	XB-GENE-6079297
gene46015	LOC108713848	chr4L	108713848	
gene46016	LOC108702181	chr9_10S	108702181	
gene46017	mettl2b.L	chr9_10L	733149	XB-GENE-947883
gene46018	morc3.2.L	chr2L	446682	XB-GENE-5995242
gene46019	LOC108709268	chr2S	108709268	
gene46020	LOC108712649	chr3S	108712649	
gene46021	trnay-gua	Scaffold9363	108706011	
gene46022	LOC108699115	chr8L	108699115	
gene46023	LOC108699921	chr8S	108699921	
gene46024	LOC108699304	chr8L	108699304	
gene46025	trnal-aag	Scaffold20	108703676	
gene46026	LOC108697463	chr7S	108697463	
gene46027	LOC108705515	Scaffold132	108705515	
gene46028	LOC108709447	chr2S	108709447	
gene46029	LOC108696960	chr7L	108696960	
gene46030	LOC108713653	chr4L	108713653	
gene46031	cox6c.1	chr6S	414706	XB-GENE-983936
gene46032	LOC108702398	chr9_10S	108702398	
gene46033	LOC108712372	chr3S	108712372	
gene46034	trnas-uga	chr9_10L	108702118	
gene46035	LOC108718235	chr5S	108718235	
gene46036	LOC108706697	chr1S	108706697	
gene46037	LOC108717482	chr5S	108717482	
gene46038	LOC108712744	chr3S	108712744	
gene46039	LOC108698601	chr8L	108698601	
gene46040	LOC108697285	chr7S	108697285	
gene46041	LOC108708946	chr2S	108708946	
gene46042	trnal-caa	chr4L	108714744	
gene46043	LOC108696844	chr7L	108696844	
gene46044	LOC108698624	chr8L	108698624	
gene46045	LOC108697611	chr7S	108697611	
gene46046	LOC108719284	chr6L	108719284	
gene46047	LOC108701510	chr9_10L	108701510	
gene46048	LOC108695216	chr6S	108695216	
gene46049	LOC108701125	chr9_10L	108701125	
gene46050	LOC108712250	chr3S	108712250	
gene46051	LOC108703434	Scaffold20	108703434	
gene46052	LOC108696240	chr1L	108696240	
gene46053	stk32a.S	chr3S	443942	XB-GENE-865995
gene46054	LOC108702018	chr9_10L	108702018	
gene46055	LOC108705049	Scaffold71	108705049	
gene46056	LOC108702233	chr9_10S	108702233	
gene46057	LOC108698988	chr8L	108698988	
gene46058	LOC108699133	chr8L	108699133	
gene46059	zdhhc6	chr7S	446797	
gene46060	LOC108712749	chr3S	108712749	
gene46061	fnbp1l.L	chr4L	735241	XB-GENE-865835
gene46062	LOC108707556	chr2L	108707556	
gene46063	LOC108717199	chr5L	108717199	
gene46064	nkain3.S	chr6S	447099	XB-GENE-5816267
gene46065	ephb4.S	chr3L	100191023	XB-GENE-5881619
gene46066	LOC108699283	chr8L	108699283	
gene46067	LOC108709029	chr2S	108709029	
gene46068	gnaq.S	chr1S	399261	XB-GENE-6254188
gene46069	snord29	chr4L	100335119	
gene46070	LOC108700595	chr8S	108700595	
gene46071	chd1.S	chr1S	733207	XB-GENE-960482
gene46072	sec23ip.S	chr7S	100036906	XB-GENE-969269
gene46073	muc2	chr4L	100049101	XB-GENE-6046887
gene46074	LOC108704789	Scaffold49	108704789	
gene46075	smad1.S	Scaffold27460	399457	XB-GENE-6253892
gene46076	trnal-uag	chr9_10L	108702138	
gene46077	LOC108700753	chr9_10L	108700753	
gene46078	LOC108711612	chr3L	108711612	
gene46079	LOC108710664	chr3L	108710664	
gene46080	trnaa-ugc	chr4L	108714823	
gene46081	LOC108719179	chr6L	108719179	
gene46082	LOC108706030	chr1S	108706030	
gene46083	LOC108717044	chr5L	108717044	
gene46084	trnar-ucu	Scaffold38675	108706211	
gene46085	LOC108697358	chr7S	108697358	
gene46086	ppp6r3.S	chr4S	431944	XB-GENE-6251553
gene46087	trnaq-cug	chr9_10S	108703341	
gene46088	LOC108702590	chr9_10S	108702590	
gene46089	rilpl2.L	chr1L	432167	XB-GENE-5715356
gene46090	LOC108717450	chr5S	108717450	
gene46091	LOC108703056	chr9_10S	108703056	
gene46092	arhgef2.S	chr8S	398353	XB-GENE-5909354
gene46093	LOC108719060	chr6L	108719060	
gene46094	LOC108716325	chr5L	108716325	
gene46095	LOC108705964	Scaffold6493	108705964	
gene46096	LOC108700471	chr8S	108700471	
gene46097	LOC108698876	chr8L	108698876	
gene46098	LOC108711623	chr3L	108711623	
gene46099	LOC108698951	chr8L	108698951	
gene46100	ppp3r1.S	Scaffold21790	399215	XB-GENE-948800
gene46101	LOC108716312	chr1L	108716312	
gene46102	LOC108705890	Scaffold3549	108705890	
gene46103	LOC108710971	chr1L	108710971	
gene46104	LOC108698896	chr8L	108698896	
gene46105	LOC108700930	chr9_10L	108700930	
gene46106	LOC108715778	chr4S	108715778	
gene46107	LOC108709675	chr2S	108709675	
gene46108	LOC108701104	chr9_10L	108701104	
gene46109	rnf220.1.L	chr4L	100101303	XB-GENE-865514
gene46110	LOC108715693	chr4S	108715693	
gene46111	trnav-aac	Scaffold30034	108706173	
gene46112	pgla.L	Scaffold577	779059	XB-GENE-6253101
gene46113	LOC108718566	chr6L	108718566	
gene46114	LOC108716275	chr5L	108716275	
gene46115	trnas-cga	Scaffold20	108703653	
gene46116	trnat-cgu	chr3L	108711972	
gene46117	LOC108707331	chr1S	108707331	
gene46118	hspa4.S	chr3S	398863	XB-GENE-952775
gene46119	LOC495513	Scaffold22	495513	
gene46120	LOC108703520	Scaffold20	108703520	
gene46121	LOC108703530	Scaffold20	108703530	
gene46122	LOC108703196	chr9_10S	108703196	
gene46123	LOC108712947	chr3S	108712947	
gene46124	slc22a4.L	chr3L	494743	XB-GENE-6488584
gene46125	LOC108702054	chr9_10L	108702054	
gene46126	LOC108697724	chr7S	108697724	
gene46127	LOC108696107	chr7L	108696107	
gene46128	LOC108695344	chr6S	108695344	
gene46129	LOC108697194	chr7S	108697194	
gene46130	LOC108707678	chr2L	108707678	
gene46131	LOC494667	chr7L	494667	
gene46132	hdac6.L	chr8L	380178	XB-GENE-5874020
gene46133	LOC108706329	Scaffold65302	108706329	
gene46134	otud5.L	chr8L	494714	XB-GENE-6255335
gene46135	LOC108712412	chr1L	108712412	
gene46136	LOC108703512	Scaffold20	108703512	
gene46137	dnajb4.S	chr4S	447789	XB-GENE-1007712
gene46138	trpv1.S	chr2S	100462763	XB-GENE-6492384
gene46139	LOC108710228	chr3L	108710228	
gene46140	LOC108695634	chr1L	108695634	
gene46141	trnag-ucc	chr3L	108712116	
gene46142	LOC108715406	chr4S	108715406	
gene46143	LOC108719797	chr6S	108719797	
gene46144	LOC108703813	Scaffold22	108703813	
gene46145	LOC108708855	chr2S	108708855	
gene46146	LOC108709980	chr2S	108709980	
gene46147	LOC108712850	chr3S	108712850	
gene46148	LOC108718626	chr6L	108718626	
gene46149	LOC108714426	chr4L	108714426	
gene46150	LOC108708682	chr2L	108708682	
gene46151	LOC108710885	chr3L	108710885	
gene46152	LOC108698798	chr8L	108698798	
gene46153	LOC108705289	Scaffold88	108705289	
gene46154	LOC108719703	chr6S	108719703	
gene46155	LOC108706348	Scaffold73036	108706348	
gene46156	LOC108705267	Scaffold85	108705267	
gene46157	acpp.S	chr7S	446918	XB-GENE-960834
gene46158	LOC108697189	chr7S	108697189	
gene46159	LOC108702396	chr9_10S	108702396	
gene46160	ska3.L	chr2L	100158292	XB-GENE-994921
gene46161	LOC108716055	chr1L	108716055	
gene46162	LOC108702209	chr9_10S	108702209	
gene46163	LOC108701577	chr9_10L	108701577	
gene46164	timm8b.L	chr7L	447075	XB-GENE-6254561
gene46165	LOC108699479	chr8L	108699479	
gene46166	LOC108714434	chr4L	108714434	
gene46167	LOC108712418	chr3S	108712418	
gene46168	LOC108710555	chr3L	108710555	
gene46169	trnat-ugu	chr3L	108712162	
gene46170	LOC108704731	chr1S	108704731	
gene46171	LOC108704900	chr1S	108704900	
gene46172	LOC108718802	chr6L	108718802	
gene46173	LOC108704570	Scaffold39	108704570	
gene46174	pdp1.L	Scaffold70566	447514	XB-GENE-6253767
gene46175	coq9.S	chr4S	496049	XB-GENE-6252821
gene46176	LOC108712353	chr3S	108712353	
gene46177	trnag-gcc	chr2S	108710130	
gene46178	LOC108695924	chr7L	108695924	
gene46179	tbc1d31.L	chr6L	446700	XB-GENE-969771
gene46180	LOC108710059	chr2S	108710059	
gene46181	LOC108715579	chr1L	108715579	
gene46182	LOC108709176	chr2S	108709176	
gene46183	LOC108712983	chr3S	108712983	
gene46184	MGC81393	chr2L	414625	
gene46185	rest.S	chr1S	373614	XB-GENE-955471
gene46186	LOC108716773	chr5L	108716773	
gene46187	tceb3.S	Scaffold67	495514	XB-GENE-940373
gene46188	ccdc43.S	chr9_10L	496171	XB-GENE-972636
gene46189	LOC108707517	chr2L	108707517	
gene46190	nr6a1.S	chr8S	399304	XB-GENE-487596
gene46191	LOC108707579	chr2L	108707579	
gene46192	pkp4-b	chr9_10L	398570	
gene46193	snai1.L	chr9_10L	379615	XB-GENE-865328
gene46194	LOC108710867	chr3L	108710867	
gene46195	LOC108698472	chr8L	108698472	
gene46196	LOC108696113	chr7L	108696113	
gene46197	atf1.S	chr2L	496344	XB-GENE-971684
gene46198	LOC108709131	chr2S	108709131	
gene46199	LOC108706568	chr1S	108706568	
gene46200	ccdc63.S	chr7L	399020	XB-GENE-5873574
gene46201	LOC108698902	chr8L	108698902	
gene46202	cbfa2t2.L	chr9_10L	379213	XB-GENE-950038
gene46203	LOC108701825	chr9_10L	108701825	
gene46204	LOC108705495	Scaffold125	108705495	
gene46205	LOC108714577	chr4L	108714577	
gene46206	LOC108705704	Scaffold391	108705704	
gene46207	LOC108717852	chr5S	108717852	
gene46208	LOC108703452	Scaffold20	108703452	
gene46209	LOC108715581	chr4S	108715581	
gene46210	LOC108715854	chr4S	108715854	
gene46211	cyp2c8.2.L	chr8S	444542	XB-GENE-5852319
gene46212	LOC108698843	chr8L	108698843	
gene46213	epha2.L	chr7L	394370	XB-GENE-5761308
gene46214	cry-dash.L	chr6L	403387	XB-GENE-5887331
gene46215	LOC108706573	chr1S	108706573	
gene46216	LOC108710566	chr3L	108710566	
gene46217	LOC108712917	chr3S	108712917	
gene46218	LOC108707121	chr1S	108707121	
gene46219	LOC108720122	chr6S	108720122	
gene46220	trnar-acg	Scaffold79	108705202	
gene46221	LOC108719753	chr6S	108719753	
gene46222	LOC108705907	Scaffold3973	108705907	
gene46223	LOC108705323	Scaffold92	108705323	
gene46224	trnaa-agc	chr5L	108717327	
gene46225	MGC85015	chr2L	734376	
gene46226	LOC108716085	chr5L	108716085	
gene46227	poglut1.L	chr2S	446695	XB-GENE-6255653
gene46228	LOC108702680	chr9_10S	108702680	
gene46229	LOC108716626	chr5L	108716626	
gene46230	LOC108697428	chr7S	108697428	
gene46231	LOC108709150	chr2S	108709150	
gene46232	LOC108703190	chr9_10S	108703190	
gene46233	LOC108704841	Scaffold52	108704841	
gene46234	LOC108695865	chr7L	108695865	
gene46235	LOC108704083	Scaffold25	108704083	
gene46236	emd.S	Scaffold35646	733233	XB-GENE-6253457
gene46237	LOC108709248	chr2S	108709248	
gene46238	MGC80416	chr9_10S	443982	
gene46239	LOC108702761	chr9_10S	108702761	
gene46240	LOC108705663	Scaffold311	108705663	
